,0_mundsvælgkræft_mundkræft_mundsvælgskræft_mundhulekræft,1_usikkerhed_kræftvaccination_bekymret_bekymrende,2_screeningsalderen_age_gennemsnitsalderen_old,3_hovedhalskræft_livsmoderhalskræft_livmoderhalskræften_kræftforskningen,4_ungdommen_forskningsarbejde_forskningssamarbejde_forskerne,5_skuespillere_skuespiller_skuespillerinden_skuespilleren,6_livmoderhalskræftscreening_screeningsundersøgelse_screeningstest_screeningsundersøgelser,7_livmoderhalsen_livmoderhals_livmoderhalskraft_livsmoderhalskræft,8_cost_omkostning_omkostninger_kosten,9_livmoderhalskræftkoster_finanslovsforslaget_finanslovsforhandlingerne_finanslovsudspillet,10_bivirkningsindberetninger_bivirkningskomitéen_bivirkningskomité_hovedpine,11_livmoderhalskræftkoster_underlivskræft_hpvtest_livmoderhalskraeft,12_kræftvaccinen_kræftforsker_kræftforskere_kræftvacciner,13_pigernesresultatet_vaccinationsprocenten_vaccinationsprocent_antallet,14_bavarian_nordicbavarian_bavariannordic_bava,15_kræftdødsfald_kræftplanen_kræftplan_kræfthandlingsplan,16_kønsvorter_kønsvorte_livmoderhalskræftkoster_kønsvorter2,17_proof_hpvtest_bevis_evidence,18_kønsvorterne_kønsvorter_kønsvorte_kønsvorter2,19_højteknologifonden_kampagneekspert_pseudovidenskab_forskningschef
1352,-0.26346004,-0.70192796,-0.0018025624,0.19153985,-0.5223145,0.6318323,0.09047083,0.4735917,1.1559516,0.17417803,0.68899333,0.028756615,-0.78572255,-0.47958812,-0.4817953,-1.2861985,0.07412908,2.144796,-0.43744987,2.2749362
1353,-0.8220108,0.7693155,0.34249908,-0.41093817,0.55321085,-1.0840757,-0.33370766,0.88065153,-0.7820942,-1.6641034,-0.348175,1.4287239,0.98415774,-0.5342034,0.33859193,0.24769627,0.09971054,0.080041625,-0.100806475,0.3588413
1354,0.5420759,-5.0755672,1.1863118,1.527923,0.34824577,1.4499671,-0.16086362,-0.08661911,0.7966161,0.4907022,-0.3741562,-0.27303565,1.6436607,0.6043388,-0.07834729,0.9445268,-1.0052476,-0.4990506,0.43889475,0.45093712
1355,-0.71592677,0.6055067,0.32113785,-0.06178449,1.0429167,-0.011451238,-0.61163116,0.35389596,0.06873105,-1.0466657,0.35233074,0.5357176,-0.75266576,0.6337612,0.0049457783,-0.20902379,-0.66762257,-0.25048116,0.08728755,0.96319824
1356,3.329149,0.1505277,-0.0583792,0.40117863,0.08566253,-1.7302754,0.7550027,-1.6627623,1.2858546,0.044837136,0.41156015,0.2834446,1.0683289,0.30272564,-0.19404933,-0.27168244,0.30116457,0.76844096,-0.5379196,-0.37609696
1357,1.2901773,1.4807476,-0.4261829,0.40925008,-0.22145061,0.025216063,-0.082918696,-1.8587189,0.16327713,-1.7681773,-1.0115196,1.3642069,1.7158802,0.6590784,-0.07851766,0.9102406,0.81064403,1.559332,-0.21546745,-0.095505096
1358,-0.45024285,-1.7382274,0.6954701,0.77818125,0.5966969,-0.23557478,-0.018682133,0.8802342,0.5695188,-1.0054705,-0.4083403,0.42567688,0.22461309,0.28548065,-0.08416179,-1.5565987,0.82830644,0.5479688,1.5480317,1.2393514
1359,-0.17158559,-0.11881502,0.071307324,-0.32979593,0.23478967,0.61814004,-0.10885734,0.23332751,-0.6176707,0.10136736,0.8335573,-0.33203885,-0.9867009,3.0940208,-0.6929177,-0.23587619,0.25985062,0.5699633,0.10753162,1.8311123
1360,0.07354458,-0.67712176,0.46434546,-1.7213675,-0.4709404,2.4337754,0.9595486,-0.0608842,-0.50879365,1.8844198,0.86269116,-0.91219205,-0.2865108,0.018350633,0.8709418,0.44409412,0.8011481,0.86827606,-0.2759078,0.8935355
1361,0.62378526,-0.24679717,1.1431748,0.15583202,-0.8851108,0.8655006,0.16971254,-1.4134485,1.128354,-0.18586825,2.8687873,-0.5088621,-0.1775922,1.9825226,0.5974199,0.083274275,-0.33413163,-1.2452867,0.21759272,0.6356115
1362,-0.027853945,-0.9889541,0.17697759,0.41454336,-0.53871757,-0.6169456,-0.3899445,-0.01649722,0.8842641,-0.3329014,2.0410383,-0.011106455,-0.807895,-0.30208194,-0.21924767,-0.49309045,0.14471549,-0.51460296,-1.1652924,0.26767862
1363,0.68408006,0.17360792,-0.0716562,-0.29896292,0.03128423,-0.85562974,0.4183799,0.7744505,-0.26660752,-1.1146063,-0.6526933,2.2689016,0.87240607,-0.082177974,-0.22902536,0.26903585,1.2421663,1.4884322,0.086370826,-0.6137565
1364,-0.4844923,-1.1872975,-1.1777182,-0.3394557,0.5557754,-0.4526035,3.075138,0.027517946,0.26167548,0.34061754,0.40862828,1.9626287,0.3772131,0.65428656,-0.26191866,-0.76398,-0.1006428,0.36725262,-1.1288702,0.005887752
1365,-0.11625735,-0.26611882,0.08363895,-0.20160556,0.18723261,0.7988395,-0.07411094,0.21467403,-0.60547394,0.24282213,0.9045338,-0.3585462,-1.1264946,3.2983394,-0.7152169,-0.13832022,-0.01665458,0.825907,0.23301047,1.8515205
1366,0.19095337,-1.1166259,-0.8581799,0.44788644,0.6388398,0.32628748,4.266354,-0.034851354,-1.0554082,0.5413075,0.33451357,0.462023,-0.9574173,0.87397546,-0.15940183,0.053119827,-2.5168207,0.65320843,0.87527055,-0.01328527
1367,2.4061656,0.25279382,1.3258106,-0.2709001,1.1952002,0.67134017,-0.26638362,-2.0025873,-0.8555568,-1.3061613,-0.14668453,-0.07364605,0.89885694,0.018043803,-0.26715615,0.3907957,-0.2720078,-0.672409,-0.68381923,0.12980667
1368,0.2538526,0.25985226,0.22759582,-1.4813823,0.75791895,-0.7938385,-0.24771862,-2.460985,-0.8874548,-0.74561685,-0.4634526,-0.31798542,0.95912004,1.8558701,-0.16116653,-0.775389,-0.7325197,0.022499543,-0.45978427,-0.02136115
1369,-0.5171261,-0.7150077,0.008930565,1.6970224,1.500902,1.1704473,-1.701934,1.0235164,0.24864137,-1.1155328,-0.07647141,0.44188485,-1.5417442,0.26053384,-0.13313119,-1.0780586,1.9404751,-0.2503972,1.1390402,0.6416269
1370,-0.27363962,-0.22258076,0.40494752,-0.039943278,0.58088726,0.54862684,-0.6428633,-2.300895,-2.6252596,1.6783369,-0.036953554,1.4409939,-0.2959229,0.46264493,-0.032769367,-0.33759674,-0.5942849,1.433068,-0.18395065,-0.48170578
1371,0.080274254,-0.72740185,-1.1580395,-0.030305734,-0.8558601,-0.2615759,0.5824282,-0.38485745,0.37664098,0.04743771,-0.040708214,-0.36886087,0.0754822,0.83168685,-0.3852446,-0.78734773,-0.5143108,-2.255925,-0.56311977,0.7813544
1372,0.30185267,0.32197022,0.6122298,-0.33147538,0.59474224,-0.15136103,-0.005510633,-2.1614068,-0.21134996,-1.3510679,-0.1299077,0.11098335,-0.82091683,2.1524425,0.20225509,-0.3125913,0.19055375,0.6508608,-0.75209206,1.1140084
1373,-1.2020025,-0.23717025,0.360697,0.29122573,0.67551315,0.35815707,-0.85149145,-2.0123837,-1.1436892,0.984665,-0.4335569,0.60725844,-1.2997843,-0.8390396,-0.47092476,-0.20506054,-0.063971184,-0.48974508,-0.09198584,0.038752317
1374,-0.38856435,0.111564025,-0.48203567,-1.0492198,0.77373135,0.24647951,0.7274662,-0.11757392,1.7571698,-0.89344233,0.14017116,-0.10554949,0.65417755,0.06585769,-0.1670556,-0.5681712,-1.6432838,-4.4731994,0.19936977,1.6674685
1375,-0.42961603,0.24899857,-3.1429298,0.18194565,-0.55269736,-0.99211365,-0.37370452,1.2014751,0.18837675,-0.9841194,-0.4836846,1.3345721,0.48531988,-1.199942,-0.3719808,0.7800239,-1.5071541,-0.77935785,-1.6290274,0.3547288
1376,0.6807017,0.931579,-4.1118546,0.86938983,1.1711644,0.017410297,0.3711271,0.82452756,0.2469968,-0.48375797,-0.04997767,-0.34271953,-0.12177385,-1.1163344,0.05533361,1.2576576,-0.36589587,-1.0267497,-1.673879,0.07387592
1377,-0.20028995,0.111394875,-0.5969908,-0.86528903,0.7360005,0.39594403,0.8054614,-0.16382194,1.7540597,-0.93758833,0.15375169,-0.14098269,0.6075565,0.2341434,-0.18905652,-0.41147977,-1.7811185,-4.470434,0.32110897,1.7993551
1378,-0.8355332,1.1746265,-0.55247724,0.08529119,-0.1630149,-0.045016523,2.954425,-0.28111318,1.9950026,0.32758918,-0.74790454,0.118888535,-0.91691226,-0.09570279,-0.3467177,0.5395056,0.72095287,-0.6829156,-0.29659653,-0.8254411
1379,-0.8304219,2.07919,-1.1104553,0.34595513,-0.6688092,0.088921815,2.0322568,0.24203351,1.8319086,-0.29907054,-0.99771154,0.6783711,-0.10653785,-0.18060906,-0.28904706,0.8936724,1.1092098,-0.5670336,-0.61068535,-0.88585526
1380,-0.42961603,0.24899857,-3.1429298,0.18194565,-0.55269736,-0.99211365,-0.37370452,1.2014751,0.18837675,-0.9841194,-0.4836846,1.3345721,0.48531988,-1.199942,-0.3719808,0.7800239,-1.5071541,-0.77935785,-1.6290274,0.3547288
1381,-0.39228103,0.67053187,-2.9564006,0.2625231,0.14214501,-0.13170235,-0.44529942,-0.44388026,-1.3646374,-1.0993379,-0.22056636,0.67489773,-0.7716407,0.4602156,0.09951967,0.5000051,-1.6778845,1.0898125,-0.21438901,-0.59056926
1382,-0.79771864,1.1921024,-0.36783257,0.2362917,-0.21247125,0.5631113,3.4718819,-0.32634383,2.0104957,0.38832822,-0.7910455,0.0024106787,-0.43641105,0.21258114,-0.20168924,0.4700888,0.53878057,-0.1600181,0.18208309,-0.5433069
1383,-0.5967776,0.7207798,-2.4490814,0.3551509,0.44394884,-0.115197845,-0.4559986,-0.58848363,-1.3466648,-0.80993974,-0.047488548,0.977987,-1.0232905,0.11840877,0.09515309,0.04214661,-1.6433617,1.0873432,-0.03199113,-0.58395827
1384,1.5433863,0.5381043,0.11668197,0.3549963,0.75995624,3.4798715,-0.43010455,0.803814,-0.60145503,0.34665528,0.11099599,0.12424394,0.35051614,0.6201283,-0.22763805,0.08097774,-0.0728213,-0.6611076,-0.9979396,-3.0224264
1385,1.2016102,0.98266286,0.85835123,-0.13852634,0.690043,0.7904591,-0.75812614,0.37427995,0.0321735,-0.5928369,-0.4544973,-0.2549688,-0.3421851,0.36480284,-0.13682063,3.8440583,-0.19766025,0.4825268,0.00624596,-1.3931681
1386,0.6466849,0.43538117,-0.6683752,0.59108806,0.37767163,2.6385007,-0.0990204,0.29600972,0.48517877,-0.833761,-0.3197411,-0.63571006,-0.07827568,0.65998644,0.17684536,-0.65852726,-0.30826098,-0.49984956,-0.78088707,-2.0837626
1387,-0.44974867,-0.13664527,-0.27474838,-0.32814184,-1.138483,3.2367532,0.19316146,-0.080665074,-0.10189128,0.053272743,-0.84869087,0.6611648,-0.08900883,0.71224535,0.025519775,-0.26856083,1.0392187,0.36024135,0.17081502,-2.7847912
1388,1.4678663,0.45917886,-0.14605972,-2.26339,0.38110268,0.18154268,-0.35067818,0.60812366,0.21033552,0.76356405,-0.88481545,-0.5275211,-0.735566,-1.1212233,0.1349537,-1.5894219,0.85779774,1.903994,-0.66198,-1.6100348
1389,-1.3464893,-1.3759294,1.2537818,-0.27176937,-0.12777798,-0.68871486,-0.27300057,-0.09582057,0.04790491,-1.5269068,0.014226883,-2.5805058,1.2216704,0.50358903,0.49248463,-0.104146734,0.34184518,0.29572818,0.9612994,0.06221198
1390,-0.49194908,-0.8195702,0.3835265,-0.80958146,0.66923153,-0.88171387,-0.92117864,1.0902985,-0.6479134,-0.48743144,0.116759956,-2.5001616,2.2418928,-1.2918415,0.83028585,-0.4714249,-0.08681145,0.23385331,-1.1921238,0.4458202
1391,1.856803,0.08755122,1.3015385,-1.3157359,0.8609407,0.2525718,-0.44648543,0.1376074,0.041175034,0.52618086,0.49760005,-2.2839017,0.5501342,-0.08394148,0.10626432,2.2995596,-0.27194208,-0.3654942,-1.6619819,-0.63394356
1392,-0.57176536,-0.25772172,0.7899406,-1.2858475,0.37684113,1.2659413,0.45422873,0.3125188,-0.13392921,-1.0313138,-0.370157,-0.88226694,-0.214311,0.069488116,0.40951237,-0.65253764,0.98512584,1.2234267,-1.2048007,0.45458275
1393,1.28784,0.78609157,-0.84643996,0.52096355,1.2287618,3.3223548,-1.2645345,1.299959,-0.31680828,0.5034529,-0.55050826,0.44727468,0.261243,-0.13467464,-0.4699381,0.1325119,0.9623101,-0.7228619,0.263613,-2.3068798
1394,0.4819541,0.9152753,0.5047875,0.2079217,-0.12873237,0.85908264,1.664405,0.05868668,0.5466413,-0.3007843,0.035064302,0.2273473,0.5737806,-0.2809264,-0.29555565,-1.0184078,0.1594056,0.34363833,-0.53599626,-2.8026876
1395,0.507105,0.49079415,0.1598195,-0.22813046,-0.07407303,1.085782,-1.0657322,0.12593201,0.02855677,-0.9136884,-1.0361496,0.049799424,-0.5748527,0.8119325,-0.05506311,4.455564,-0.54394484,0.67253184,-0.051469747,-0.46844187
1396,1.0723535,0.7594937,-0.38262597,0.705945,0.23801462,2.5685737,-0.4801257,0.21852808,-0.009569879,-0.96167207,-1.2308985,0.9920919,-0.33436087,0.23892182,-0.15699588,1.5141219,0.6778746,-0.77789503,0.00079297903,-1.3817333
1397,0.70925134,0.15746975,-0.74504006,0.70790344,0.22317146,1.3492466,-0.11844945,0.853073,0.5145071,-1.1011906,-0.48186713,-0.19525208,-0.6855426,-0.10219173,-0.20299056,-0.74587363,-0.39785236,-0.36513022,-1.3114846,-1.4558928
1398,1.1758342,0.29399586,0.112487696,0.7180592,0.78339314,3.1814034,-0.2398833,0.8961791,-0.6828181,0.52099174,-0.0735557,-0.39039257,-0.03178728,0.36638027,-0.35012567,-0.047351807,0.3269191,-0.62229913,-0.3121122,-2.904991
1399,-0.27433947,1.1120491,-0.31674328,0.7062138,0.067437194,0.5459063,-0.40005967,-0.09496839,-0.20660964,-1.1268227,-0.15066522,-0.7200239,-0.01744347,-0.6169403,-0.23231883,-1.1099492,0.5586944,1.3441911,0.56552285,0.6499149
1400,0.4938172,0.48257932,1.1199548,0.4775634,-0.17445137,-0.9854738,-0.23849986,1.3371949,0.23148887,0.5124258,0.38503766,-0.9056887,-0.27689588,0.017958036,-0.23036562,0.42276862,0.7253231,-0.73412067,-0.4421879,0.6943699
1401,0.45536116,0.97458637,0.0028813577,1.9032514,-0.67729837,1.7318542,-0.30668026,0.9556282,0.39438817,0.43138495,-0.5948818,-0.22476502,0.39671066,0.2274029,-0.71096426,-1.1196693,0.66113406,-0.91505545,-0.48214185,-2.9498682
1402,-0.40122315,0.14043677,-0.25856912,1.0736841,0.54673195,-0.97894275,-1.3550253,0.3946816,0.18861195,0.002012005,-1.035279,-0.98312294,-1.0068153,-0.4833352,-0.3118658,-0.99818414,0.7505739,1.1023756,0.6481193,-0.27313337
1403,2.2757902,0.19865416,-0.70542884,1.2393821,-0.61019766,0.6499629,0.6306974,0.99928623,1.9430414,1.1989101,0.96847993,-1.54829,-0.29014075,-0.2668116,-0.4343818,-0.34575948,-0.4209053,-1.0649934,1.2472243,0.17056234
1404,-0.27099842,0.008824426,0.0074888486,1.2429262,-0.016131353,1.308891,0.15757422,-0.28777495,0.20147087,-1.2478328,1.0096412,-0.31780633,0.037222866,-1.210253,-0.12933566,-1.6885754,-0.041535567,0.66218346,-1.0008794,-0.07398653
1405,0.34972987,-0.7415601,0.9350455,0.79815125,-0.33628353,0.6214427,-0.14048453,-0.25536096,0.90871584,-1.1394866,-0.060060415,1.2510397,2.1025136,2.1922395,-0.4311261,-0.021075,-1.0542666,0.438795,0.2083875,-0.8082843
1406,3.0931835,1.4581889,0.7299192,-3.18553,0.005147006,0.57559925,1.0775145,0.84916145,1.1199408,-0.59894395,0.13932756,-0.2793336,-0.26962435,-0.85562754,-0.28821686,-1.217035,-0.7681971,-0.117349386,-0.6889364,1.9793854
1407,-0.26692986,0.5350732,0.28549933,1.4603847,-0.65618575,0.8796597,-0.29130498,0.75967485,0.0918315,1.4189907,-0.4494362,-0.8342778,-0.021633234,-0.65284956,-0.21819133,-1.2491797,0.5591099,-0.16005215,1.195357,-0.018953007
1408,0.0763913,-0.2113465,1.4484514,0.26626724,-0.30948886,1.1456138,1.6412905,-0.10869748,0.61576605,-0.34700882,0.4721405,1.1728802,0.59766096,0.18268569,-0.06787975,0.6967298,0.6476688,1.2018906,-0.92073995,0.14497504
1409,0.18295607,-1.0151433,0.8728732,-0.7019572,-1.4686865,1.2775645,2.6605725,0.0706679,-0.09799378,0.41801438,1.1458666,0.9747302,0.30091754,0.31184912,0.58350587,-0.1587638,-0.26776707,1.8490565,0.1956735,0.91570574
1410,-0.61303,-0.51978946,1.9957492,0.634997,-0.84297013,1.3052872,1.3347083,0.042985987,0.04120968,0.006277901,0.26426864,1.117546,-0.13075927,-0.12774226,0.75114244,0.103689484,1.061918,1.0432056,-0.53987,0.55908436
1411,2.0364141,0.4786768,-0.049675867,-0.9417829,-0.1169768,-0.47513318,0.39417952,-0.4208302,0.22000974,-0.68572015,0.23269501,-0.16485156,0.6763137,-1.4028702,-0.585495,-1.359222,-0.69223076,0.34306896,-0.24433525,0.3113782
1412,0.036536366,0.63909817,1.4467691,0.7610089,0.07055292,0.14785747,-0.72434855,0.89471036,0.7116542,1.6745926,-1.4351418,-0.16674636,-0.5843952,-0.5678276,0.09415972,-0.73896945,-0.00072793453,-1.2267295,-0.49277863,-0.19536065
1413,0.3836667,1.4116846,1.0565661,1.3307949,0.13143116,3.6106155,-0.44949353,1.0983384,-1.1192132,1.0507686,-0.4979084,0.43945953,-0.4396771,0.07914547,-0.28948623,-0.16893804,0.9343501,-0.0077559683,-0.048879612,-3.0567517
1414,-0.001107701,0.021081561,0.8926313,1.7876267,-0.39521357,0.66207886,0.021131845,-1.1704222,-2.2155674,0.4915476,-0.38589182,0.004483651,-0.5678584,0.06555929,-0.6409006,-0.3683088,-1.1939429,-0.032484215,0.9961831,-0.23647538
1415,-0.026176484,0.18078175,-0.65565735,1.5603727,0.5302054,3.8268065,-1.0746961,1.2069211,-0.1854531,-0.4245282,-1.0572119,0.60214734,0.18104303,0.6701519,-0.3352273,-0.06992852,0.9570506,-0.5917939,-0.68681,-1.7761228
1416,-0.20249753,1.3262484,1.4276552,0.16193272,0.8144278,1.2447618,-0.7717077,1.1883842,0.55317354,0.16041954,-1.3616843,-0.38878617,-0.115395494,-0.4458382,0.17323439,-0.6836755,-0.6226694,-1.1713825,0.024197554,-0.019063663
1417,-0.78340346,-0.38453743,-0.51451963,1.9207653,-0.91947985,0.40893134,-0.19373295,-2.8139656,0.1749353,1.0763379,-0.05881748,-0.20789558,-0.61078846,-1.4003137,-1.044196,0.8528319,0.45366377,0.85328805,1.2608368,-0.61492974
1418,-0.055135388,-0.045068655,-0.58087504,-0.45809728,-0.097848035,0.5212144,-0.38448218,0.8573975,0.21076378,1.0889878,-1.154535,-2.6769586,-1.602604,-1.0646862,0.089943014,0.28146023,0.6260494,1.8832258,0.18207915,-0.35977134
1419,0.18643798,0.30329892,1.2443035,2.1004453,0.35703325,-0.21757068,-0.52373534,-1.8941576,-0.40391758,1.3304951,-0.35969308,0.81600887,-0.74419236,-0.75508356,-0.7002458,-0.56555283,0.9466182,-0.56509745,-1.1040477,-1.1948252
1420,-0.6717911,-0.61438584,0.8094288,1.7047873,-0.34014413,0.32434583,-0.16370028,-3.754568,1.7883487,2.615154,0.27600935,1.0818499,-1.1269552,-0.47003725,-0.13556328,-0.17875236,-0.86882186,0.3084467,1.1562521,-0.9644066
1421,0.14651042,-0.3308734,-0.038141258,-0.686314,0.24694692,3.4100416,-1.0860753,0.8028605,-0.5177966,0.39751515,-0.33507353,0.26972878,-0.47785154,0.47286722,0.13251898,-0.70878035,1.0204743,-0.67649925,-0.6329648,-2.1503904
1422,0.83780926,1.4772178,-0.12662876,-0.037959076,0.5042496,0.8234881,0.7103647,0.6757858,0.5220496,-0.6782041,-0.80196667,-0.52948636,0.830847,-0.8306679,-0.26161504,1.9060646,-0.67115253,0.72976154,0.24767709,-0.69702226
1423,0.71977496,0.88348997,-0.8429612,1.186718,-0.4095994,-0.6123035,-0.077583,0.9113648,-1.5886216,1.5118086,0.0064440095,0.11042836,0.6121667,0.7560571,-0.347462,0.13891815,-0.53133774,0.014285736,1.5328923,-0.36899963
1424,4.588716,-0.16172157,-0.6338539,-0.5434434,0.061280802,0.42565528,0.26735222,1.1789829,0.2197877,2.6165993,1.2211742,0.20708616,0.39780375,0.5879029,-0.26898783,0.19568181,0.008770288,0.2328265,-0.3043643,1.5401957
1425,0.34502643,0.36734873,-0.42925268,0.20735115,-4.651291,-0.26834807,0.9332394,-0.8934037,0.90133077,1.6096994,-0.3100808,-0.79329175,1.8872277,-0.22868724,-0.24397431,0.49789488,0.7954112,-0.6621246,1.5090435,-0.8779381
1426,-1.1296012,0.19156805,-0.6427528,-0.239035,-1.820909,0.071504295,-0.029077308,0.13963112,1.7665344,1.9211847,-0.7787992,-0.037682127,1.5923998,0.26541805,0.33665082,-0.23137863,0.5919995,-0.45958662,-1.713901,0.09283463
1427,0.41314933,0.8338196,0.33154735,-5.199901,0.48490077,-0.28372663,-0.40103126,1.3243754,0.044177976,0.5999137,-0.70316464,0.15979467,-0.29045966,-0.92618585,-0.96655774,-0.8568532,1.9667892,-0.15808514,2.009159,-1.0822728
1428,-0.3281552,-1.1176479,-1.194492,0.41107044,-1.8682637,-0.35131335,0.5080283,-0.8735611,1.6348237,3.3356876,0.61002535,-0.035485826,0.38765755,-0.09577145,0.5444092,0.5067053,-0.12321019,0.3289599,1.2710431,1.3448071
1429,1.3665634,0.5176211,-1.4733768,-0.6392195,-0.0023154595,-0.8648415,-0.27367955,-0.3875696,0.6577896,-0.74054193,-0.06313838,-1.0165157,-0.8162562,-0.9613105,-0.080539964,3.3986197,-1.5293856,1.2604944,-0.9491261,-2.182861
1430,-0.0035906183,0.27115217,0.27321658,-0.25893927,0.08985385,2.853985,0.59513795,0.85836506,0.07021606,0.02874086,-0.6392416,1.7038242,0.29837596,0.79557157,-0.59303546,-0.83671224,0.54048586,0.42398673,0.83590376,-2.5450613
1431,-0.5993603,0.4929338,0.9638352,0.39193326,-1.0414698,-0.42154387,0.25321558,-1.2961757,-0.255238,0.072624765,1.3359276,-3.0632498,0.9021168,1.3202072,-0.26541954,0.22896476,0.5547791,0.63466376,-1.4043423,-1.1901252
1432,0.7187935,0.85261095,-0.8103752,0.5576312,-0.6173344,2.4553936,-0.003600615,1.1372756,0.51334417,0.79610753,-1.211107,0.5497492,0.2818772,0.1305405,-0.5755723,-0.55323064,0.8769554,0.98251456,0.2453429,-2.5344546
1433,-1.0895033,1.4951652,2.1040463,0.030153729,0.1331979,0.29572162,-1.3033012,0.70875585,1.0018679,0.9683671,-1.311566,0.3193604,0.3398278,-0.36532065,-0.32492054,1.1003666,-1.1097345,-0.13468935,-0.5849902,0.27397826
1434,0.70846385,0.5823531,-0.43800125,-5.2156577,-0.21485835,-0.14780323,-0.74837774,0.651955,-0.1342679,0.024542192,0.16318567,-0.3200314,-0.53070587,-1.1453353,-0.2789395,-0.29568312,1.0785061,-0.56480396,1.3695424,-0.58785754
1435,0.9648863,0.87941813,-1.0694238,0.32015753,-0.43358117,1.7007742,-0.13749847,1.3768384,0.45583314,0.3572698,-1.2445593,0.41851816,0.12254747,-0.13060416,-0.5310748,-0.54038376,1.2975422,0.030032288,-0.10053051,-2.4895844
1436,0.3474593,0.90338516,0.40240195,-1.1197073,1.5974582,1.0812465,-0.4573734,0.10586309,-0.19878754,1.7925954,-0.3679285,-0.5243353,-0.16216063,-0.95632195,0.60286474,0.6340662,1.6592029,1.5080433,-1.1155102,0.5532025
1437,-0.4757504,1.0442486,-0.51109195,0.36645633,-0.64650434,-0.6161796,-0.6803863,0.5828164,-0.86274266,-0.63549054,-1.3222017,-0.4020484,3.7529926,-0.0911061,-0.08072734,0.30411696,0.4481554,0.726594,-0.1619457,-0.7122431
1438,1.0909312,0.5423241,-0.72589403,-2.1670208,-1.2811801,-1.3448416,1.0127617,1.2226427,0.8312248,1.0788044,-1.413991,0.95402455,0.33018813,-0.34481403,0.04765638,-0.4754839,1.1027343,1.4040834,1.3535005,-0.2698758
1439,-0.29339668,0.4249587,0.23688243,-0.17630696,-0.09039464,-0.47198963,-0.5818935,1.6815734,-0.39889392,0.4361911,-1.0400126,0.838909,2.7029667,0.34259093,-0.5591012,-0.45015895,0.5951332,-0.30364323,0.19790938,-0.04575673
1440,0.16999805,0.2116733,-0.30552444,-0.34436935,-4.0682273,-0.51835734,0.25512385,-0.20465437,2.1566339,2.7690606,-0.54883385,-0.18378839,0.89398086,-0.08539973,0.107397966,-0.5931214,-0.4034543,-0.014442034,0.026871677,-1.5328604
1441,0.062699035,0.29040578,0.8881207,-0.13643238,0.6428779,0.3082393,-0.8023934,0.37925124,1.7473135,0.6023319,-1.1350375,0.43198505,-0.6132368,-0.6021082,-0.03395554,-0.52084774,-0.04102801,-0.9953675,-0.9372493,0.5367348
1442,-0.022741871,-0.051453374,-0.6975769,-1.0728899,0.5399245,1.0980037,-0.27814865,-0.20382893,0.23609383,-0.20577203,0.32502872,-0.7817054,-0.3213888,-0.53020996,-0.05188789,0.23907883,0.12469385,0.56501174,-0.13622831,-3.8711402
1443,-0.08608204,0.6206313,-0.3169584,0.48720813,0.71885943,1.8819519,-0.50084734,1.0786417,1.1263719,-0.00031376875,-0.14256996,0.95193666,0.22261104,0.25853255,0.45707554,0.3118717,1.3546448,-0.98812133,-0.15155022,-2.4453566
1444,4.6844096,-0.060324423,0.5345494,1.0861869,-1.3866843,3.8159268,-1.3321778,1.4007866,-0.18456708,0.5597558,-1.3669984,0.26599425,-0.2637641,0.387214,-0.63928497,-0.6023703,-0.62200564,0.08207094,0.17315218,-1.3954982
1445,-0.2519499,1.4840117,0.06347923,0.16705024,0.8046447,1.4730844,-0.5980473,1.0615805,0.4057323,0.35654908,-1.2548552,0.12992264,-0.77298987,-0.19976589,-0.242263,0.559595,-1.1527857,-0.9342826,0.86891675,0.18751395
1446,0.5737692,0.44440085,-0.21814147,0.73848164,-0.2822718,1.0917618,-0.6384265,1.2014449,0.3674847,-0.3767297,-0.6743251,-0.6418212,-0.34009033,-0.057533734,-0.018053696,-0.5522599,0.41206083,-2.796259,-0.5678661,1.3823363
1447,0.42336676,0.8599652,0.88568306,0.54203683,0.6696056,0.6728758,-0.40917328,1.4242997,0.48043716,-0.3593744,-0.27041373,0.09092712,-0.4523404,-0.2576226,-0.07984971,0.6881554,0.5017921,-1.3848656,0.62339365,-0.17661172
1448,1.2579249,0.7752058,0.22155422,0.70752716,0.72554696,0.5239368,-0.9228601,0.6616433,1.3092704,0.75090146,-0.9379484,0.70786035,-0.031728126,0.48668545,0.18699393,-0.54730594,-0.23077938,-1.1714524,-0.7447912,-0.123826735
1449,1.2593741,0.773861,-0.45176828,0.4823121,1.130077,3.3378353,-0.5330266,0.89907306,-0.15486133,0.5024555,-0.15609752,0.15246443,0.587884,0.18158069,-0.4632126,0.062528,0.9541709,-0.1981162,0.23999561,-2.5506036
1450,5.0982585,-0.20734306,-0.11926625,-0.6885181,0.37121072,0.6033702,-0.041046992,0.15244633,0.334673,0.40182707,0.30780518,0.40543908,-0.37492168,-0.72743535,-0.029619686,-0.29795837,1.0711515,-0.7646813,2.5782325,0.5065073
1451,-0.096127175,-0.95763946,-0.57181716,1.0747429,0.34719718,1.4195232,0.2473984,-0.079604276,-0.90649086,2.9382007,1.0337328,0.19624455,-0.5388675,-0.3351185,-0.06523921,-0.4281703,-0.89775705,0.69930434,0.97392136,-0.06725616
1452,1.4979153,-0.84903705,-0.5773973,1.6792125,-0.6765473,-0.9936942,-0.016907109,0.13817486,1.0575489,1.3595824,0.61778665,-1.0571471,-0.11155946,1.201622,-0.24815804,0.2816236,-0.87771386,1.5463839,1.6718194,0.08115063
