,0_mundsvælgkræft_mundkræft_mundsvælgskræft_mundhulekræft,1_usikkerhed_kræftvaccination_bekymret_bekymrende,2_screeningsalderen_age_gennemsnitsalderen_old,3_hovedhalskræft_livsmoderhalskræft_livmoderhalskræften_kræftforskningen,4_ungdommen_forskningsarbejde_forskningssamarbejde_forskerne,5_skuespillere_skuespiller_skuespillerinden_skuespilleren,6_livmoderhalskræftscreening_screeningsundersøgelse_screeningstest_screeningsundersøgelser,7_livmoderhalsen_livmoderhals_livmoderhalskraft_livsmoderhalskræft,8_cost_omkostning_omkostninger_kosten,9_livmoderhalskræftkoster_finanslovsforslaget_finanslovsforhandlingerne_finanslovsudspillet,10_bivirkningsindberetninger_bivirkningskomitéen_bivirkningskomité_hovedpine,11_livmoderhalskræftkoster_underlivskræft_hpvtest_livmoderhalskraeft,12_kræftvaccinen_kræftforsker_kræftforskere_kræftvacciner,13_pigernesresultatet_vaccinationsprocenten_vaccinationsprocent_antallet,14_bavarian_nordicbavarian_bavariannordic_bava,15_kræftdødsfald_kræftplanen_kræftplan_kræfthandlingsplan,16_kønsvorter_kønsvorte_livmoderhalskræftkoster_kønsvorter2,17_proof_hpvtest_bevis_evidence,18_kønsvorterne_kønsvorter_kønsvorte_kønsvorter2,19_højteknologifonden_kampagneekspert_pseudovidenskab_forskningschef
35,0.85954386,0.7779684,-1.0980474,-0.22031221,0.9637823,1.0182843,-0.40331948,0.30592963,-0.48527983,0.17878667,-0.16391692,-0.10566355,0.5967288,-0.5637089,-0.43889773,3.2048857,0.61232656,-0.004744468,-0.60363615,-0.2631671
36,-0.71248317,-0.13629267,0.5942372,1.0355376,0.29215884,-0.28953767,-1.3783747,1.702008,-0.5329378,-0.37601268,-0.95797205,0.7274919,0.29992086,2.0114274,-0.27956256,0.85142386,-1.5173471,-1.111645,0.24087474,-0.79020333
37,-0.87887704,-0.14918177,0.5675461,-1.4385339,0.13933511,-0.35721177,-0.28568268,-0.056981407,0.347139,-0.4640211,-0.44525272,0.42572683,0.5439887,-0.013276548,-0.36104873,0.25584406,0.21626903,-1.3732643,4.1242995,0.72785056
38,0.012976459,0.883305,0.68368435,-0.29783547,-0.2397279,0.472977,-0.04233709,-2.8946855,-0.8108153,-0.20672354,-0.547675,-0.21561155,-0.8393601,-0.19902578,-0.3537025,-0.82485527,-0.3661371,0.36407107,-1.0656266,0.48940772
39,-0.6895192,-0.5680086,-0.1770832,1.4987142,0.6908405,0.45939425,-0.8891753,-0.9067704,1.1021585,1.132839,-0.82430524,1.178073,-0.57961875,0.09708742,-0.7714642,-0.85448664,0.58065474,-0.18654962,-0.13963711,-1.4848014
40,-0.44361126,1.4090317,0.14588356,-0.31089032,0.79865336,-0.98470974,-1.0653397,0.5412686,0.55395657,1.4364891,-0.86108595,0.90637684,0.13480738,0.24678825,0.12533857,-0.2701803,-0.070750594,-0.089722894,-0.7770933,-0.31653392
41,-0.73719126,-0.002112376,0.17945659,0.16512752,0.17801756,-1.3334062,-0.68795735,-0.08500101,2.1299672,2.3114858,-0.66012686,-0.13724798,0.18153074,-0.6809332,-0.7380481,0.7440717,0.8495854,0.09349811,-0.9881049,0.26438874
42,-0.15289211,0.81274754,1.9302492,0.6875426,0.34892005,-0.09367528,2.0181353,0.24325557,0.7566784,0.30183998,-0.9315037,-0.40118873,-0.85469836,0.4490613,0.27230594,-0.08790178,-0.8734606,-0.051752914,-0.5613072,0.46491504
43,0.13773876,0.7145344,-0.36777997,1.029601,-0.8748454,-0.4926717,0.2251314,-0.95052344,-0.45105794,0.48948067,0.83051646,-1.2115792,0.9140213,0.9183828,0.7069393,0.81982017,0.30559677,1.4389355,0.6679785,0.6015642
44,-0.11603966,0.20065781,-0.14363547,-0.74855644,0.86225015,-0.8739056,-0.9993422,0.07119556,1.1750166,0.59158653,-0.949738,1.0263392,-0.6796259,-1.3162413,-0.45099276,-1.7810829,-0.31418723,-0.083933845,-0.6799793,0.14421897
45,0.6085114,-0.63597393,-0.70264196,1.480344,-0.32955676,0.7756225,-0.15974961,-0.30729285,2.0349114,4.607615,0.84448755,0.74206173,-0.11316361,-0.54852384,0.34889156,-0.21436357,1.2355096,0.99743253,0.92558974,1.4127574
46,-0.51545656,-0.22605151,0.29702553,1.370413,0.021602437,1.7695419,-0.30503756,-1.0435634,-0.91692334,0.29651356,-0.9970661,0.2825943,-0.22754392,-0.6535367,-0.72997063,-0.7957702,0.8006773,0.80762297,1.2443962,-0.36046848
47,0.77250165,0.45920837,1.4253801,0.26721787,-0.30583602,-0.55649287,-1.1548146,-1.9930533,0.1599941,2.2474053,-0.63109064,0.29198506,-0.160528,0.043300897,-0.7767822,0.27821591,1.4584756,-0.15367688,-0.71719605,-0.26368463
48,0.58095914,0.7852335,0.2722032,1.4515439,-0.6602193,0.42236942,-0.4124532,-1.7469882,-2.4024622,0.36457634,0.12117543,-0.31784716,0.48494962,-0.66360533,-0.791394,0.47179672,0.8023187,-0.93515384,1.8527033,-0.50694764
49,0.7420811,2.905925,-1.5083222,1.0110579,-0.0022762695,-0.3501115,-0.14432988,-0.97322834,-0.34826505,0.34645683,-0.28525382,0.28276148,1.2557632,-1.2607228,-0.38273114,0.6031789,0.71786845,0.21045835,1.5799735,0.0072405087
50,0.7420811,2.905925,-1.5083222,1.0110579,-0.0022762695,-0.3501115,-0.14432988,-0.97322834,-0.34826505,0.34645683,-0.28525382,0.28276148,1.2557632,-1.2607228,-0.38273114,0.6031789,0.71786845,0.21045835,1.5799735,0.0072405087
51,-0.6835468,-0.5717045,-0.2087921,1.5101373,0.70122296,0.43253106,-0.8931573,-0.9026748,1.1091375,1.1186672,-0.83158475,1.1806155,-0.5469322,0.08628465,-0.77387553,-0.83415556,0.58648807,-0.23278323,-0.16734464,-1.4853728
52,-0.39952847,1.3424591,0.0788883,-0.32408494,0.7047439,-1.0915453,-0.97122246,0.40976256,0.37952107,1.5884284,-0.7916612,0.7502361,0.04254315,0.28915536,0.025468493,-0.23114881,-0.03587122,-0.282646,-0.7485596,-0.335013
53,-0.033633515,-0.88283086,-0.10689376,-1.2423999,0.05633123,2.8757,-0.47414842,0.29813054,0.043510947,1.3395772,-0.27844334,-0.05539684,-0.5787505,0.75078934,0.2617104,0.5578374,-0.90888035,0.55005336,-0.1626257,0.46938872
54,0.6085114,-0.63597393,-0.70264196,1.480344,-0.32955676,0.7756225,-0.15974961,-0.30729285,2.0349114,4.607615,0.84448755,0.74206173,-0.11316361,-0.54852384,0.34889156,-0.21436357,1.2355096,0.99743253,0.92558974,1.4127574
55,-0.73719126,-0.002112376,0.17945659,0.16512752,0.17801756,-1.3334062,-0.68795735,-0.08500101,2.1299672,2.3114858,-0.66012686,-0.13724798,0.18153074,-0.6809332,-0.7380481,0.7440717,0.8495854,0.09349811,-0.9881049,0.26438874
56,-0.15289211,0.81274754,1.9302492,0.6875426,0.34892005,-0.09367528,2.0181353,0.24325557,0.7566784,0.30183998,-0.9315037,-0.40118873,-0.85469836,0.4490613,0.27230594,-0.08790178,-0.8734606,-0.051752914,-0.5613072,0.46491504
57,0.7420811,2.905925,-1.5083222,1.0110579,-0.0022762695,-0.3501115,-0.14432988,-0.97322834,-0.34826505,0.34645683,-0.28525382,0.28276148,1.2557632,-1.2607228,-0.38273114,0.6031789,0.71786845,0.21045835,1.5799735,0.0072405087
58,-0.29286197,-0.2021488,0.02050968,0.9433713,-4.3191214,-0.5191797,0.47118542,-1.0805413,2.7148526,2.972048,-1.6573414,0.31455055,0.8419442,0.042758983,-0.16774656,-0.32351726,0.22000009,1.4894774,0.98837584,-1.2459512
59,-0.9509467,0.31141585,0.24640584,0.055002935,-2.404889,1.1919278,0.6461591,-0.20523775,0.8983177,1.7231263,-0.6950355,0.18277861,0.8220796,0.5911858,-0.5557608,-0.6470874,0.3507178,-0.7680141,-0.6931599,-0.11413224
60,0.015372941,-1.0334016,0.07377495,-0.30849612,0.4779813,2.6708329,-0.2663401,-0.10746035,0.1149677,0.9713984,0.01915241,-0.5455097,-0.10996033,0.5502041,0.31700647,0.39800203,-1.3699828,0.20460434,-0.42961794,0.4844652
61,-0.71563846,-0.55423814,-0.25924373,1.5028796,0.73834217,0.30450705,-0.9082473,-0.86649716,1.1251541,1.1095486,-0.81293315,1.159997,-0.5425989,0.03305535,-0.7783396,-0.82519615,0.68060386,-0.36179972,-0.232582,-1.4947003
62,-0.41657272,1.2557777,0.13290215,-0.21709388,0.6864923,-0.9496096,-0.88802016,0.30231926,0.41449362,1.6782352,-0.7881269,0.7751153,-0.006902319,0.38761824,0.026219986,-0.2137746,-0.21581683,-0.03536561,-0.5571079,-0.4022114
63,-0.15289211,0.81274754,1.9302492,0.6875426,0.34892005,-0.09367528,2.0181353,0.24325557,0.7566784,0.30183998,-0.9315037,-0.40118873,-0.85469836,0.4490613,0.27230594,-0.08790178,-0.8734606,-0.051752914,-0.5613072,0.46491504
64,0.6085114,-0.63597393,-0.70264196,1.480344,-0.32955676,0.7756225,-0.15974961,-0.30729285,2.0349114,4.607615,0.84448755,0.74206173,-0.11316361,-0.54852384,0.34889156,-0.21436357,1.2355096,0.99743253,0.92558974,1.4127574
65,-0.73719126,-0.002112376,0.17945659,0.16512752,0.17801756,-1.3334062,-0.68795735,-0.08500101,2.1299672,2.3114858,-0.66012686,-0.13724798,0.18153074,-0.6809332,-0.7380481,0.7440717,0.8495854,0.09349811,-0.9881049,0.26438874
66,-1.2777781,-0.6172116,-0.78690994,-0.52153945,0.3454378,-0.8062932,0.84216166,1.0336423,-0.8332932,-0.55211914,-0.24162135,0.60419434,1.1199169,-0.68266344,0.2129947,-1.4868883,-1.2306414,-0.76595294,-0.26057574,-0.00992441
67,-0.9283765,0.58304775,0.893437,-0.20030306,0.37244427,0.20102578,-0.6433977,-0.0836688,0.9793317,0.9652034,-0.8498045,0.6956707,-0.36700895,0.34431392,-0.22956783,-0.5640869,-1.4378915,-1.1240377,-0.39776117,-0.36952597
68,2.275266,0.47556543,0.23407467,-0.40899312,-0.10032193,0.2823939,-0.121196695,-0.5268156,0.35932618,-0.82424664,-0.81573063,0.7884261,0.03655209,-0.3374665,-0.13769282,1.3732202,0.86603045,0.6437453,-0.8076214,-0.9808996
69,-0.06488014,-1.015148,-2.8450253,-0.10260618,0.46736968,1.7575281,-1.2820355,0.338814,0.5278568,0.46020752,-0.9897183,1.6381366,-0.2553887,0.58146894,-0.24374025,2.1110175,0.8180041,-1.0415257,-0.80568296,-0.19062397
70,1.4280099,0.4685143,-1.5465271,-0.07902143,0.41902122,1.737781,-1.5682094,0.7855093,0.16532774,0.598327,-0.560151,0.42006722,-0.06545739,0.6169534,0.26513642,3.62273,0.64627165,-0.9392745,-0.604125,0.4794101
71,-0.36603782,0.17918491,-0.42651325,-1.0190562,0.76502883,0.30705407,0.6882851,-0.1343598,1.8148402,-0.8339318,0.10491922,-0.05647286,0.66712296,0.047601085,-0.1533063,-0.67315465,-1.6245909,-4.342677,0.19064817,1.5839913
72,0.6807017,0.931579,-4.1118546,0.86938983,1.1711644,0.017410297,0.3711271,0.82452756,0.2469968,-0.48375797,-0.04997767,-0.34271953,-0.12177385,-1.1163344,0.05533361,1.2576576,-0.36589587,-1.0267497,-1.673879,0.07387592
73,-1.0926117,-0.37594542,0.5160073,-0.25319788,0.053341392,-1.1676933,0.2459765,0.5171192,-0.69597834,-0.040337414,-0.6897837,0.38781342,-1.0296197,-0.22261296,-0.39104834,-0.33649203,-3.3565488,0.5361449,-0.06665104,-0.54497766
74,-0.7509979,-0.3506292,0.8429992,-2.8010669,-0.38462892,-1.3168738,-0.9775612,0.23131715,-0.83714193,-0.3494051,-0.2528584,0.23170432,-1.3075495,-0.567157,-0.6331067,0.51071084,0.19196557,-1.7165941,2.1468337,-0.14836715
75,-0.8959491,1.1537334,-1.4886167,-0.21008576,1.4166394,1.4002006,-0.17937951,-0.5049759,0.3006119,-1.1283833,-0.44389004,0.27497354,0.09102345,0.17099215,0.30418348,2.994643,-0.43661323,0.058817927,-0.98170567,-0.5999249
76,-1.5656295,-0.12084184,-0.6043622,-0.40076026,0.19670771,0.9950973,-0.8320891,0.33594072,1.6504453,0.4898229,-1.2387614,1.0526313,0.6428675,-1.0926055,-0.0323462,-0.7805649,-0.23220584,-1.6523297,-1.1393204,0.891526
77,-0.02886955,0.23648985,-1.918098,0.16747034,0.2358919,1.0361502,-0.49975955,0.08494611,0.04566435,-1.1548687,1.2290001,0.85226417,-0.83404607,0.01725146,0.11942379,-1.8799188,0.59561473,-2.024421,0.27923292,-2.4118028
78,-0.20028995,0.111394875,-0.5969908,-0.86528903,0.7360005,0.39594403,0.8054614,-0.16382194,1.7540597,-0.93758833,0.15375169,-0.14098269,0.6075565,0.2341434,-0.18905652,-0.41147977,-1.7811185,-4.470434,0.32110897,1.7993551
79,-0.6380361,2.0849528,-1.2414248,0.9185516,-0.2092028,0.2846072,2.5810974,-0.18535131,0.6454713,-0.93567765,-0.5049258,0.37213072,-0.03999007,0.40382656,-0.094810694,1.4444445,0.6058134,-0.18885787,-0.39992446,0.09501795
80,-1.2242382,-0.16396552,-0.40557978,-4.488755,-0.28574005,0.4390372,1.7411096,-0.8714249,-0.99673724,-0.37104434,-0.00089884637,0.3818169,0.088031664,-1.3623351,0.20090912,-0.112248324,-0.33160526,-0.25743985,0.44943866,-0.20189677
81,-0.6809603,-0.4939697,0.3657682,0.50665665,0.6947021,1.2454215,0.011506149,-2.0846615,-0.4420137,-0.3998628,-0.07815912,0.93513864,0.76528716,-1.8988053,-0.17609575,-1.7112049,0.36434835,-1.1366692,0.47486976,1.2821857
82,0.009246013,0.122081645,-1.1498661,-0.06445719,-0.5423687,-0.048538808,1.2986605,-0.07277074,-0.1843947,-0.4894017,-0.31435814,-0.6165257,0.2600447,-1.1604433,0.35021162,-1.5298451,-4.076693,-0.2812215,-0.61391294,-0.116017915
83,-0.4682203,0.016993318,-2.8514473,0.161852,-0.39020815,-1.2763287,-0.46757874,1.1683483,0.29402617,-1.1694369,-0.56237787,1.268478,0.5996604,-1.3147241,-0.5718492,0.85235095,-1.4598025,-0.56393045,-1.6086724,0.24698077
84,0.6807017,0.931579,-4.1118546,0.86938983,1.1711644,0.017410297,0.3711271,0.82452756,0.2469968,-0.48375797,-0.04997767,-0.34271953,-0.12177385,-1.1163344,0.05533361,1.2576576,-0.36589587,-1.0267497,-1.673879,0.07387592
85,-0.12565145,0.5061556,-0.7084424,0.6186099,0.5817823,-0.12410746,0.73003596,-0.31065604,1.9079578,0.7675677,-0.35192946,-0.48734012,-0.09201139,0.44752297,0.015069765,-0.79636663,-0.101674035,-2.0970938,0.3652267,0.2064537
86,-0.7124526,0.06698366,-0.83112186,-0.021536645,0.097930744,-0.09783003,0.42082936,0.9349063,0.7901735,0.4367286,-0.6443706,0.1927922,-0.2838793,0.124955855,-0.48938057,0.7623874,-1.850955,-1.1725221,0.13558912,-0.04579412
87,-0.43675902,0.05064611,-1.5812582,0.91905355,-0.16443191,-1.5295707,-1.0200201,0.774421,-0.69267076,-1.397245,-0.58148843,-0.31489033,-1.7772505,1.8127624,0.06192417,0.68967783,0.13076955,0.48081166,0.24656561,0.45765144
88,0.49677217,1.7250493,0.55240923,-0.9708142,0.75624233,-0.21059784,0.581716,0.9732854,0.047400836,-0.54340523,-1.2368212,0.91095054,-0.951002,-0.32517222,-0.002000484,0.5398723,-0.48094437,0.40534237,-0.952218,-1.641201
89,-0.9294491,-0.15733777,1.0362711,0.9569293,-0.053919353,0.45686546,-0.9849289,0.28380364,-0.47707582,-0.30483326,-1.1533046,1.5108106,-0.6629246,-0.2194762,-0.47441855,-0.30914646,-2.2323225,-0.13395947,-1.1258309,0.2855766
90,-0.79466295,-0.27608407,0.14498743,0.0018354568,-0.87438226,0.16860366,-1.4645497,-1.0027148,2.0778027,1.2755166,-0.6139207,1.9780115,-0.42103735,-0.17401643,0.21423243,0.1620358,-1.0008854,0.19525157,-0.14501187,0.35780627
